"scenario","germplasm","grain_yield","test_weight","heading_time","plant_height","net_merit"
"ST_GBLUP_22","19-4176",91.3771132654093,60.4704531666934,133.722990156944,103.037536302791,561.994402962038
"ST_GBLUP_22","19-4238",90.6590182598888,60.7695091877337,133.276479343063,101.867474251457,562.268768018891
"ST_GBLUP_22","19-5009",84.2544306819812,61.7857356987079,133.013374455755,103.801115633289,531.523043975318
"ST_GBLUP_22","19-5041",85.462667646935,61.2310424229259,132.43036341219,105.51298758739,538.41589585089
"ST_GBLUP_22","19-5122",93.351484724313,61.7229188958306,133.457789636039,101.210689121281,584.803398281888
"ST_GBLUP_22","19-5152",93.6986696768415,60.5070185272818,133.891592641183,100.879648685325,575.43615994853
"ST_GBLUP_22","19-5466",95.815141823756,61.1781844200806,133.417779367916,97.2815309655645,596.05773884134
"ST_GBLUP_22","19-5632",95.2960686844848,60.708878599497,132.269924270258,97.6964097988998,595.638675869132
"ST_GBLUP_22","19-6308",89.999849283835,62.1299517141745,133.732730273257,100.27868734066,565.524736785096
"ST_GBLUP_22","19-6637",97.6906393873112,61.0109605448981,133.526704847117,100.886024414551,605.645391074552
"ST_GBLUP_22","19-6704",96.1281004780601,59.2214452623249,133.598173714951,104.336281630366,581.931806416388
"ST_GBLUP_22","19-6946",89.8829040562145,59.9238296209095,133.060921255433,101.479635726288,552.646528945645
"ST_GBLUP_22","19-8449",90.8483709132403,59.8042908549744,133.868905305258,104.358775035893,553.135719784823
"ST_GBLUP_22","19-8870",91.5205113010772,61.3671734632817,133.373757525605,98.2539224271134,571.359830777991
"ST_GBLUP_22","19-8871",94.2683444388569,60.272778253439,134.398315915366,102.891731258322,574.331945588417
"ST_GBLUP_22","19-8909",90.5595314380102,60.994713784835,133.979462173707,99.3698832595652,559.410603729297
"ST_GBLUP_22","19-9608",90.999011131046,61.0133769065483,133.842514939554,99.4985333187203,562.990367962242
"ST_GBLUP_22","19-10123",94.6483929411705,60.3404998479952,132.809683497601,100.049353006314,585.922089775784
"ST_GBLUP_22","19-10136",84.7688666441357,61.6508183001177,133.573118724403,100.077184015757,530.694517576513
"ST_GBLUP_22","19-10142",88.7884339668404,61.8594690888477,133.509157977188,97.2758251899325,557.3206019181
"ST_GBLUP_22","19-10151",89.4502531392841,62.0671564139681,133.928270306905,100.192227257576,560.584540328891
"ST_GBLUP_22","19-10168",86.3503175590932,61.8374530558252,134.032671594749,99.4019037991269,539.198922177585
"ST_GBLUP_22","19-10173",86.1353157596353,62.151336353018,133.630619030519,101.838706407894,542.25346529683
"ST_GBLUP_22","19-10236",84.7184191606802,61.4584050732965,133.369392630799,102.338798851068,530.204651856592
"ST_GBLUP_22","19-11770",89.0373469168741,61.2665026294572,133.83718079649,97.4111461520398,552.824299515657
